icmp_seq,time,mean_period5,mean_period10,mean_period20,StdDev_period5,StdDev_period10,StdDev_period20
373,61.0,85.16,113.84,88.615,36.3346666422,131.974595198,94.8847571087
374,55.0,81.48,113.81,86.495,38.6796070301,131.989414138,95.1514387147
375,62.5,83.06,114.41,86.815,37.4488718121,131.713295119,95.0545509584
376,61.3,66.32,114.88,87.215,14.538466219,131.492287902,94.9228344499
377,54.7,58.9,72.25,87.155,3.740989174,27.9217259097,94.9440470959
378,54.7,57.64,71.4,86.765,3.91382166175,28.3538749067,95.0665931417
379,56.5,57.94,69.71,86.77,3.71321962722,28.7226759044,95.0649146636
380,56.7,56.78,69.92,86.015,2.70037034497,28.6073727871,95.2498447298
381,60.1,56.54,61.43,86.17,2.20635445928,11.0758044604,95.2026542089
382,510,147.6,103.25,108.35,202.597161875,142.948182142,134.087428274
383,60.1,148.68,103.16,108.5,201.991613687,142.978018513,134.028743971
384,76.6,152.7,105.32,109.565,199.887480849,142.3313099,133.667904564
385,87.1,158.78,107.78,111.095,196.673935741,141.720270643,133.20285865
386,61.7,159.1,107.82,111.35,196.474438541,141.705749903,133.097884439
387,66.5,70.4,109.0,90.625,11.3393121485,141.262702477,100.881842688
388,53.2,69.02,108.85,90.125,13.177139295,141.327549017,101.049565092
389,60.0,65.7,109.2,89.455,12.8776938929,141.187763083,101.210590641
390,76.8,63.64,111.21,90.565,8.7660139174,140.498702643,100.929554771
391,56.7,62.64,110.87,86.15,9.31090758197,140.640171675,100.352680713
392,63.7,62.08,66.24,84.745,9.10258205126,10.639569749,100.466058552
393,56.2,62.68,65.85,84.505,8.44612337111,10.9564035056,100.531479621
394,56.8,62.04,63.87,84.595,8.81322869328,10.5804904318,100.504477381
395,55.7,57.82,60.73,84.255,3.3161724925,6.96053158889,100.594618853
396,56.6,57.8,60.22,84.02,3.32490601371,7.06757855752,100.656537425
398,90.3,63.12,62.6,85.8,15.1999013155,11.8240808898,100.425264173
399,68.6,65.6,64.14,86.495,14.7947625868,11.461064523,100.246645698
400,87.3,71.7,66.87,88.035,16.4540268627,13.4450362588,99.997875109
401,71.1,74.78,66.3,88.755,13.9630584042,13.0935098427,99.8120521939
402,63.6,76.18,66.99,88.93,11.8801094271,12.7075174601,99.7622231002
403,67.6,71.64,67.38,66.81,9.1614955111,12.6550648622,11.3940381456
404,58.8,69.68,67.64,66.745,10.8644834208,12.4244561696,11.4379550528
405,56.0,63.42,67.56,65.715,6.18239435818,12.5043281396,11.4313177856
406,60.6,61.32,68.05,64.39,4.46676616805,12.0766303247,10.3021663537
407,57.7,60.14,68.16,64.19,4.49310583005,11.9652459695,10.3955405419
408,52.8,57.18,64.41,63.505,2.96513068852,9.96454269453,10.6827196912
409,54.4,56.3,62.99,63.565,3.0166206258,10.3070040911,10.6250089783
410,59.5,57.0,60.21,63.54,3.32039154318,5.77378173778,10.6344227567
411,57.7,56.42,58.87,62.585,2.73623829372,4.34333461243,10.2309270558
413,79.8,60.84,60.49,63.74,10.9230490249,7.88267439106,10.8186194274
414,74.6,65.2,61.19,64.285,11.2572199055,8.83722555758,11.0877018168
415,83.5,71.02,63.66,65.65,11.7875782076,11.2243980289,11.7033283615
416,86.6,76.44,66.72,67.14,11.3900395083,12.943535495,12.3939034249
417,65.0,77.9,67.16,67.605,8.48469209813,12.7862078472,12.1133886345
418,58.9,73.72,67.28,67.72,11.8108848102,12.6928501309,12.0139217489
419,59.9,70.78,67.99,66.2,13.2758050603,11.9709323873,10.8759512591
420,69.0,67.88,69.45,66.22,11.2284014891,10.9784890683,10.8809635796
421,55.7,61.7,69.07,64.64,5.27399279484,11.418119129,9.90982500244
422,56.2,59.94,68.92,63.895,5.36497903071,11.5926030056,9.95857075985
423,57.5,59.66,66.69,63.59,5.46836355777,11.4105652796,10.0609667841
424,68.2,61.32,66.05,63.62,6.68408557695,11.0926652443,10.0744387332
425,61.4,59.8,63.84,63.75,5.20048074701,9.28382105242,10.0256250625
426,55.1,59.68,60.69,63.705,5.32419007925,5.1082612828,10.0641874198
428,66.8,61.8,60.87,64.015,5.68990333837,5.30493480953,10.0589983283
429,56.7,61.64,60.65,63.965,5.85004273489,5.43961804215,10.0944630472
430,80.2,64.04,62.68,65.335,10.1184484977,8.21067056403,10.3553838019
431,66.8,65.12,62.46,65.955,10.0542031012,8.05042441945,10.0323935854
432,64.6,67.02,63.35,66.21,8.4582504101,7.70458016738,9.92391582306
433,52.3,64.12,62.96,65.94,10.7325206732,8.19012956077,10.2361793859
434,56.8,64.14,62.89,64.79,10.7153161409,8.24478960044,9.88299443222
435,69.3,61.96,63.0,64.525,7.1451382072,8.33039948355,9.67497450017
436,55.2,59.64,62.38,63.11,7.06349771714,8.68585056284,8.78203309395
437,57.3,58.18,62.6,61.645,6.51513622267,8.50699058944,6.89931155986
438,69.2,61.56,62.84,61.855,7.06278981706,8.67092203222,7.06864648698
439,61.6,62.52,63.33,61.99,6.56254523794,8.42022037189,7.03494286065
440,67.8,62.22,62.09,62.385,6.19935480514,6.3079227079,7.13252557322
441,61.3,63.44,61.54,62.0,4.9460084917,6.08754648625,6.96245570713
443,62.4,64.46,61.32,62.335,3.74272627906,6.00385061625,6.80272971526
444,86.5,67.92,64.74,63.85,10.7176023438,9.19011546294,8.52139721679
445,66.9,68.98,65.75,64.32,10.1851362288,8.76574773384,8.41124560523
446,66.2,68.66,65.44,64.22,10.2563638781,8.6806553772,8.37449762829
447,57.2,67.84,65.64,64.01,11.1194873983,8.43816725757,8.50064393846
448,58.2,67.0,65.73,64.165,11.7726377673,8.34360034198,8.35667240498
449,56.3,60.96,64.44,63.64,5.15296031423,8.73552135441,8.51082283115
450,54.7,58.52,63.75,63.54,4.48185229565,9.24256457916,8.60785443039
451,58.5,56.98,62.82,62.455,1.54175224988,9.257645489,7.71911332514
452,64.6,58.46,63.15,62.345,3.76071801655,9.25625914359,7.66945239245
453,55.5,57.92,62.46,61.89,3.99399549324,9.57023162381,7.79749622433
454,58.4,58.34,59.65,62.195,3.89011567951,4.52038592256,7.51689150479
455,56.9,58.78,58.65,62.2,3.47807417977,3.78454459318,7.51314637293
456,55.7,58.22,57.6,61.52,3.74926659495,2.78048756716,7.45192310043
458,71.2,59.54,59.0,62.32,6.61989425897,5.10751080926,7.59519238521
459,68.9,62.22,60.07,62.9,7.25720331808,5.96937554895,7.634478578
460,67.5,64.04,61.19,62.815,7.20055553412,6.2285097201,7.56983452506
462,76.6,67.98,63.38,63.565,7.69005851733,7.4276959191,8.16296353564
463,72.3,71.3,64.76,63.79,3.51069793631,7.69735885439,8.34580890722
464,56.4,68.34,63.94,63.545,7.54141896462,8.14032486384,8.49337047969
465,53.8,65.32,63.77,63.115,9.91196246966,8.3511875403,8.76766037327
466,57.4,63.3,63.67,61.66,10.3749698795,8.42826593474,6.897856265
467,56.0,59.18,63.58,61.115,7.4513086099,8.51297049605,6.89265627507
468,58.2,56.36,63.83,60.715,1.66973051718,8.28962537687,6.81370716007
469,54.2,55.92,62.13,60.565,1.92665513261,8.35318302605,6.92723648096
470,57.6,56.68,61.0,60.535,1.60374561574,8.09595234944,6.93930642674
471,55.8,56.36,59.83,60.51,1.58366663158,7.89515322489,6.95624671939
473,72.6,59.68,59.43,61.405,7.39134629144,7.00191243717,7.31181272074
474,73.5,62.74,59.55,62.155,9.4935767759,7.25277724584,7.75408041988
475,70.0,65.9,60.91,62.425,8.51997652579,7.84721465093,7.9355877307
476,69.4,68.26,62.47,63.12,7.17412015511,7.82730974076,7.90580066853
477,69.7,71.04,63.7,63.685,1.87429986928,7.90808306594,7.95436159733
478,56.0,67.72,63.7,63.64,6.75847615961,7.90808306594,7.99719687733
479,54.6,63.94,63.34,63.585,7.9055676583,8.26037394903,8.05822724399
480,59.4,61.82,63.86,62.995,7.26993810152,7.77019948264,7.90179693088
481,58.0,59.54,63.9,62.45,5.96975711399,7.73534456605,7.84880145057
482,57.4,57.08,64.06,61.945,1.84715998224,7.56383206817,7.83168161011
483,53.5,56.58,62.15,60.79,2.451938009,7.5792479838,7.23746829827
484,59.5,57.56,60.75,60.15,2.44192546979,6.46017715615,6.71302739769
485,56.7,57.02,59.42,60.165,2.22193609269,5.66427400467,6.70453695563
486,62.4,57.9,58.72,60.595,3.31134413796,4.63244595819,6.54880262258
487,66.8,59.78,58.43,61.065,5.12708494176,3.90186565063,6.64405353443
488,57.4,60.56,58.57,61.135,4.13315859846,3.82943279815,6.59507591433
489,56.1,59.88,58.72,61.03,4.60401998258,3.68323529281,6.66065430641
490,136,75.74,66.38,65.12,33.9530263747,24.7365586397,17.8917975914
491,203,103.86,80.88,72.39,64.5653002781,49.4406220745,35.5257490013
492,124,115.3,87.54,75.8,61.3443558936,50.4026498422,37.088301461
493,208,145.42,102.99,82.57,62.7640980179,61.308608241,47.3982244837
494,437,221.6,140.74,100.745,126.274700554,119.837567844,92.2288314038
495,278,250.0,162.87,111.145,117.900381679,122.985817159,99.9810164876
496,62.5,221.9,162.88,110.8,145.43142714,122.976743962,100.144416772
497,101,217.3,166.3,112.365,149.605982501,120.457608957,99.7119602972
498,312,238.1,191.76,125.165,155.117858417,121.781901593,108.168325333
499,77.9,166.28,193.94,126.33,118.91012152,119.252497761,107.491679482
500,75.3,125.74,187.87,127.125,105.044052664,123.980455897,107.028416664
501,177,148.64,185.27,133.075,100.178904965,123.900507128,106.288524285
502,199,168.24,192.77,140.155,98.0930833443,122.035523517,105.696842929
503,223,150.44,194.27,148.63,69.3479127299,122.335341037,105.177124289
504,65.6,147.98,157.13,148.935,72.7015268065,93.4152860439,104.913569816
505,69.1,146.74,136.24,149.555,74.286660983,86.4828460833,104.375064954
506,83.8,128.1,138.37,150.625,76.4567851796,84.709005818,103.540929487
507,87.8,105.86,137.05,151.675,66.1565416267,85.4555927563,102.749582532
508,79.8,77.22,113.83,152.795,9.52428475005,60.5551181432,101.785432082
509,72.6,78.62,113.3,153.62,7.73576111317,60.9265860597,101.024466031
510,127,90.2,118.47,153.17,21.3241646964,59.5210896331,101.127075348
511,146,102.64,115.37,150.32,32.0850120773,56.8828044706,100.449765398
512,80.7,101.22,103.54,148.155,33.048630834,49.3619556609,101.507948742
513,301,145.46,111.34,152.805,92.2445011911,71.5237210069,106.405661083
514,367,204.34,141.48,149.305,122.956610233,105.528551166,97.3298324743
515,255,229.94,160.07,148.155,115.954163358,107.712849228,95.8538936145
516,209,242.54,172.59,155.48,107.68035104,105.107378428,94.5525840889
517,540,334.4,217.81,177.43,128.91780327,151.577017094,126.722893292
518,287,331.6,238.53,176.18,129.972304742,144.617365255,125.442457347
519,377,333.6,268.97,191.135,130.727961814,137.680338708,130.822713604
520,344,351.4,290.67,204.57,123.192126372,129.686802635,132.091882296
521,426,394.8,318.67,217.02,95.6226960507,125.127846177,140.803732756
522,451,377.0,355.7,229.62,65.3184506859,98.9287622484,150.076270434
523,167,353.0,342.3,226.82,112.011160158,114.940612685,150.727270609
524,64.4,290.48,312.04,226.76,168.34206842,143.899557562,150.795048781
525,98.6,241.4,296.4,228.235,183.89230544,158.542220104,149.308685104
526,230,202.2,298.5,235.545,152.999281044,157.39081577,145.392664243
527,215,155.0,266.0,241.905,72.0387395781,133.763605746,141.314511025
528,343,190.2,271.6,255.065,111.538244562,135.895678944,137.63117867
529,503,277.92,284.2,276.585,152.731241074,151.678724795,141.201715641
530,544,367.0,304.2,297.435,151.883178792,172.23302045,148.547569113
533,109,342.8,272.5,295.585,185.162631219,176.44540232,150.746906314
534,456,391.0,273.0,314.35,174.6467864,177.013596465,145.869961916
535,393,401.0,295.6,318.95,172.631109595,176.402544703,146.873964946
536,63.2,313.04,295.48,303.76,214.607800417,176.577617809,157.003487725
537,367,277.64,322.32,309.36,178.556288044,163.21982995,157.170100277
538,310,317.84,330.32,314.41,151.704409956,160.123291386,155.388240089
539,480,322.64,356.82,311.41,157.439982215,160.844340211,151.329858952
540,307,305.44,353.22,312.41,152.450214824,161.58917593,151.226111293
541,425,377.8,345.42,314.81,74.8311432493,155.316692957,152.679030029
542,244,353.2,315.42,309.81,96.3830898031,141.012795322,153.308913807
543,457,382.6,350.22,311.36,102.158210634,126.616988504,154.695893185
544,70.5,300.7,311.67,292.335,155.021611397,147.753398532,159.927741167
545,62.8,251.86,278.65,287.125,187.587840757,163.604572403,165.814629775
546,134,193.66,285.73,290.605,164.114374751,154.524992944,161.570250242
547,359,216.66,284.93,303.625,180.20288011,154.077556589,155.667580626
548,88.1,142.88,262.74,296.53,123.934688445,165.612876579,162.292640492
549,199,168.58,234.64,295.73,118.371626668,147.502694514,162.754461819
550,88.3,173.68,212.77,282.995,113.107015698,151.734366209,168.716584138
551,117,170.28,181.97,263.695,114.840223789,134.103517644,164.243524185
552,196,137.68,177.17,246.295,55.8694639316,132.48584872,150.874519055
553,326,185.26,164.07,257.145,92.4290971502,105.462969278,148.261470578
554,414,228.26,198.42,255.045,138.799092216,125.615098173,145.569623331
555,440,298.6,236.14,257.395,139.254443376,136.525335052,148.268268511
556,361,347.4,258.84,272.285,95.6232189377,136.527182479,142.584077782
557,65.8,321.36,229.52,257.225,149.634046928,143.910788724,147.86252817
558,83.3,272.82,229.04,245.89,183.324690099,144.441916046,152.228754113
559,430,276.02,252.14,243.39,186.516975099,157.027111601,148.547755568
560,282,244.42,271.51,242.14,163.78938305,146.140620636,148.088794132
561,434,259.02,303.21,242.59,179.298443942,143.253655761,148.686168613
563,606,367.06,344.21,260.69,195.761124844,166.022852845,169.450597986
564,632,476.8,374.81,269.44,143.830455746,188.91508057,184.013564717
565,653,521.4,398.71,298.565,159.420199473,208.524416103,196.540431825
566,603,585.6,415.01,325.575,87.173964003,218.254318781,199.530952288
567,651,629.0,444.01,351.425,23.8432380351,229.269062942,206.763966307
568,623,632.4,499.73,364.625,20.7557221026,191.782909967,215.514832497
569,547,615.4,546.1,387.57,43.5063213798,123.982480841,208.850402517
570,287,542.2,531.8,391.97,147.659066772,145.278888885,205.569786076
571,592,540.0,562.8,417.155,146.604911241,116.221818567,197.088098054
572,514,512.6,570.8,437.005,132.82808438,108.893219869,184.880634251
573,541,496.2,564.3,454.255,120.256808539,108.497875043,177.143478793
574,469,480.6,548.0,461.405,117.03546471,109.436942777,174.561412734
575,253,473.8,508.0,453.355,131.223854539,136.539778494,180.474726252
576,405,436.4,488.2,451.605,114.72488832,135.585807189,180.780473081
578,473,428.2,470.4,457.205,109.120117302,122.931959501,179.556660094
579,592,438.4,467.3,483.515,123.708528404,118.9837057,156.221634983
580,491,442.8,461.7,503.9,125.447997194,116.098664936,124.662027308
581,618,515.8,494.8,513.3,87.998295438,107.632915246,125.878429238
582,480,530.8,483.6,523.2,68.6563908169,102.078618939,113.950866605
583,475,531.2,479.7,525.25,68.240017585,101.531658993,112.622740061
584,550,522.8,480.6,522.45,61.0958263714,102.173273305,111.196589781
585,514,527.4,485.1,516.55,58.930467502,102.595700581,108.167255966
586,436,491.0,503.4,505.7,43.0464865001,66.603636871,104.583937581
587,588,512.6,521.7,504.95,59.9316277103,61.5088972787,103.901002984
588,391,495.8,513.5,491.95,81.1307586554,73.0969675614,100.887365544
589,399,465.6,494.2,480.75,83.9660645737,75.5068797454,97.9644806738
590,525,467.8,497.6,479.65,85.677885128,76.1098621147,97.3027153838
593,680,516.6,503.8,499.3,123.968947725,88.5209328665,96.0241745878
594,530,505.0,508.8,496.2,118.196869671,88.4393075002,93.8501605304
595,508,528.4,512.1,495.9,100.196307317,87.6501251821,93.7998428907
596,533,555.2,510.4,495.5,70.4322369374,86.9957853385,93.6142701673
597,515,553.2,510.5,497.8,71.6358848623,87.0009578491,93.4939345063
598,477,512.6,514.6,509.0,22.4343486645,84.0148135086,74.0120900508
599,424,491.4,498.2,509.95,42.758624861,84.1015259473,72.7175320929
600,522,494.2,511.3,512.4,44.5387471759,75.289146333,72.2309162558
601,548,497.2,526.2,510.2,48.163264009,64.5769136594,70.3237625483
602,467,487.6,520.4,509.0,48.5108235345,67.2461481755,70.871269511
603,613,514.8,513.7,508.75,73.0184908088,50.9379797183,70.4742394145
604,618,553.6,522.5,515.65,63.6498232519,60.7275335687,74.1699861272
605,541,557.4,525.8,518.95,61.8328391714,60.7486625367,73.7331425872
606,518,551.4,524.3,517.35,64.3762378522,60.7363153311,73.3702040484
608,708,599.6,543.6,527.05,74.7683087946,83.7551988436,84.8326370909
609,469,570.8,542.8,528.7,93.6626926796,84.4969427455,83.2751305518
610,880,623.2,588.4,543.3,169.365580919,126.075109888,114.108028224
611,472,609.4,583.4,547.35,180.202108756,129.933487258,109.773103311
612,420,589.8,570.6,548.4,197.16034084,139.742779579,108.370903067
613,434,535.0,567.3,543.85,194.149426989,142.816937993,111.276457528
614,441,529.4,550.1,531.9,196.913178838,146.997694615,108.688787975
615,467,446.8,535.0,528.75,22.1291662744,147.003401321,109.655381225
616,390,430.4,519.9,522.85,28.3072428894,153.911554689,113.922076323
617,513,449.0,519.4,521.85,45.249309387,153.926533703,113.916070212
618,537,469.6,502.3,522.95,58.2820727154,139.46568674,113.952656374
619,560,493.4,511.4,527.1,67.2852138289,140.019205032,113.702242722
620,489,497.8,472.3,530.35,65.8308438348,53.5372144712,111.507977057
621,404,500.6,465.5,524.45,60.1523066889,57.7335835252,115.038883587
623,691,536.2,492.6,531.6,105.160353746,89.0907153162,120.875490529
624,674,563.6,516.6,541.95,121.931538168,102.819366961,123.877900412
625,699,591.4,542.4,546.25,135.94594514,113.550967509,127.901226281
626,684,630.4,564.1,549.55,126.894838351,118.181075755,130.671333384
627,565,662.6,581.6,550.75,55.3290158958,101.285295631,130.698880517
628,647,653.8,595.0,557.2,53.1384982851,100.057761096,132.172375488
629,589,636.8,600.2,551.25,58.3969177269,98.0394478429,127.626871861
630,615,620.0,605.7,558.55,47.0,97.071623042,126.847805616
631,535,590.2,610.3,541.3,43.372802538,91.8779988173,101.822911288
632,560,589.2,625.9,545.7,44.1497451861,61.0199420955,100.564250214
633,764,612.6,633.2,562.9,89.8237162447,72.886212688,107.136852965
634,709,636.6,636.7,576.65,97.6334983497,75.8434791748,107.369639441
635,776,668.8,644.4,593.4,113.919708567,86.0880686016,111.157735247
638,669,695.6,642.9,603.5,87.2026375748,85.44972531,108.206187195
639,591,701.8,645.5,613.55,75.4632360822,83.1815283982,95.9761346432
640,95.9,568.18,590.39,592.695,272.375314594,192.630702814,149.414568003
641,325,491.38,563.99,582.095,276.843045786,210.137417737,160.669819899
642,349,405.98,537.39,571.545,228.782652314,219.586148369,168.912943865
643,371,346.38,520.99,565.645,175.819003524,225.820235537,173.934120847
644,223,272.78,487.29,556.595,113.960703754,243.783229986,187.005056152
645,321,317.8,442.99,538.095,56.6850950427,227.62820783,191.262045304
646,263,305.4,398.39,517.545,61.3090531651,212.935798619,197.857374136
647,304,296.4,351.19,497.795,56.4163096985,167.370729221,198.50461608
648,392,300.6,323.49,483.195,63.6733853348,126.975942166,194.792014521
649,420,340.0,306.39,475.945,64.5948914389,94.2422935252,194.284781415
650,435,362.8,340.3,465.345,75.4234711479,67.2227640015,190.201337853
651,440,398.2,351.8,457.895,55.8766498638,73.8268243933,188.008424993
653,484,434.2,365.3,451.345,33.5290918457,84.7873811366,184.496131681
654,935,542.8,421.7,471.345,220.537298433,199.280957445,213.450552575
655,412,541.2,440.6,463.945,221.677017302,186.921373845,212.779667299
656,676,589.4,476.1,459.545,218.997260257,195.21011472,207.08194024
657,562,613.8,506.0,452.195,204.507212587,181.349876696,200.258313383
658,623,641.6,537.9,444.545,191.484464122,169.541505898,189.891751643
659,608,576.2,559.5,441.495,100.405179149,162.501452985,186.557470967
660,569,607.6,574.4,440.395,46.0575726673,154.944577905,185.692401213
661,592,590.8,590.1,465.2,25.6846257516,147.000718063,169.698370181
662,616,601.6,607.7,479.75,21.5708136147,137.245157777,169.520026763
663,640,605.0,623.3,494.3,26.5518360947,130.313340325,170.194037869
664,642,611.8,594.0,507.85,31.4197390187,72.6039484693,170.648075845
665,636,625.2,616.4,528.5,21.2414688758,35.0624839077,158.951995401
666,507,608.2,599.5,537.8,57.5082602762,42.9786768836,151.436142526
668,452,575.4,588.5,547.25,89.7039575493,63.0383481171,138.751149829
669,307,508.8,556.9,547.4,139.530283451,107.409341617,138.475686637
670,319,444.2,528.0,543.75,137.195845418,128.868580776,143.652678726
671,100,337.0,481.1,527.75,157.73236827,185.283836316,172.987031762
672,333,302.2,455.2,522.65,127.061795989,186.159310508,177.314847836
673,163,244.4,409.9,508.8,105.843280372,197.456296149,194.131154798
674,61.3,195.26,352.03,487.665,124.844254974,207.092969192,218.458552675
675,98.6,151.18,297.69,445.845,108.00542579,193.39174089,208.129940371
676,59.2,143.02,240.01,428.205,114.202329223,165.246378007,225.38491631
677,58.8,88.18,195.19,397.345,45.0892670156,144.230667489,231.832488244
678,98.9,75.36,159.88,374.19,21.3734180701,114.540044429,237.577114129
679,98.1,82.72,138.99,347.945,21.6556459151,103.216788578,237.637283259
680,74.9,77.98,114.58,321.29,19.8274304941,82.7504924457,236.82919428
681,92.3,84.6,113.81,297.455,17.3620275314,82.9368494699,234.564244314
682,227,118.24,103.21,279.205,61.5622286796,53.2820680696,224.421268518
683,118,122.06,98.71,254.305,60.6479430814,49.4325679869,212.391048168
684,166,135.64,109.18,230.605,61.5370863789,51.6660602115,192.612582185
685,208,162.26,120.12,208.905,57.3383641204,60.0750049706,166.502705763
686,290,201.8,143.2,191.605,64.7240295408,76.2322183274,134.735672903
687,489,254.2,186.22,190.705,145.668115935,127.475154878,132.560593791
688,473,325.2,223.63,191.755,149.159981228,151.61066402,134.803414274
689,440,380.0,257.82,198.405,124.312107214,158.54924787,143.770095987
690,396,417.6,289.93,202.255,79.7138632861,149.653021278,148.134211817
691,414,442.4,322.1,217.955,38.9653692399,136.443272706,153.276703606
692,365,417.6,335.9,219.555,41.2831684831,132.682955449,154.701221289
693,399,402.8,364.0,231.355,27.3806501019,109.06063553,159.098468268
694,302,375.2,377.6,243.39,44.6284662519,88.0898531173,154.597834464
695,487,393.4,405.5,262.81,67.7812658483,70.9134840649,159.761051508
697,196,349.8,396.1,269.65,108.874698622,91.2413770659,153.386184446
698,217,320.2,368.9,277.56,122.921519678,100.539047141,145.833727959
699,1008,442.0,422.4,323.015,336.571686272,226.068426219,213.292744898
700,467,475.0,425.1,341.46,327.376694345,226.462874073,208.720748723
701,443,466.2,429.8,359.865,327.564802749,226.279473218,200.026830503
702,350,497.0,423.4,372.75,302.053803154,227.676768932,189.929315107
703,336,520.8,420.5,378.2,278.224190178,228.685737786,187.069252586
704,356,390.4,416.2,390.1,60.0191636063,229.537602826,176.941828086
705,176,332.2,403.6,390.6,96.9185224815,239.734668146,176.288161229
706,300,303.6,384.9,395.2,74.5707717541,239.799661755,172.430794661
707,269,287.4,392.2,394.15,70.6668238992,234.461937209,173.167480538
708,69.2,234.04,377.42,373.16,112.90264833,250.821112881,186.030123197
709,74.1,177.66,284.03,353.215,107.00592507,138.786823342,195.88526791
710,223,187.06,259.63,342.365,108.871750239,123.670296892,196.832761701
711,70.7,141.2,222.4,326.1,97.057637515,118.255063317,205.4204597
712,131,113.6,200.5,311.95,66.4137410481,112.118211426,208.766665266
713,77.4,115.24,174.64,297.57,65.1321195724,107.10348267,214.739818336
714,98.5,120.12,148.89,282.545,62.1237233269,87.8860556504,217.760903347
715,69.4,89.4,138.23,270.915,26.0147073787,90.6537864626,222.819677566
716,91.3,93.52,117.36,251.13,23.8542868265,71.2119715279,220.174985672
717,60.7,79.46,96.53,244.365,15.4926756888,48.8956723829,224.003339437
718,154,94.78,105.01,241.215,36.5326839967,50.939887231,224.849770373
719,293,133.68,126.9,205.465,96.2416593789,76.7006736172,135.67611695
720,224,164.6,127.0,193.315,95.2567320456,76.8404118214,121.122535932
721,441,234.54,164.03,193.215,143.928308543,122.408306272,120.906176217
722,258,274.0,176.73,188.615,106.54341838,125.15795398,116.289141798
723,178,278.8,186.79,180.715,100.133411008,120.232990943,110.996032527
724,157,251.6,192.64,170.765,112.961497865,116.835042308,103.094179094
725,226,252.0,208.3,173.265,112.842811025,108.692369148,103.831413333
727,360,235.8,235.17,176.265,79.9449810807,109.762471324,108.44996069
728,282,240.6,257.3,176.915,82.2970230324,91.4610421011,109.072198566
729,299,264.8,271.8,188.405,76.9005851733,84.4929977375,109.231759768
730,142,261.8,256.7,191.8,82.2629928947,93.3155340171,106.513463444
731,70.8,230.76,241.38,184.19,119.844432495,110.308958033,109.560499509
732,61.4,171.04,203.42,183.725,113.57617708,98.6844781221,110.086004058
733,190,152.64,196.62,186.675,97.4073303196,96.8310992284,109.38705723
734,78.9,108.62,186.71,186.75,55.4082304356,103.770884913,109.308676884
735,81.5,96.52,179.16,185.9,52.8429465492,108.797469333,110.094313635
736,85.2,99.4,165.08,186.69,51.4651824052,111.147567575,109.267936743
737,174,121.92,146.48,190.825,55.1816726821,88.0720639275,107.009585773
738,178,119.52,136.08,196.69,51.626901902,75.5398614419,102.627065785
739,73.0,118.34,113.48,192.64,52.8405904585,51.2997682473,105.945047325
740,79.4,117.92,107.22,181.96,53.2136448667,51.2522910057,106.061706964
741,67.1,114.3,106.85,174.115,56.5095567139,51.5568779763,108.561698562
743,194,118.3,120.11,161.765,62.211976339,55.4718637389,88.8655298456
744,58.2,94.34,106.93,151.775,56.2557374852,52.6046692055,88.7080063734
745,78.4,95.42,106.88,146.795,55.7935659373,52.6345007259,89.9453721638
746,67.6,93.06,105.49,142.325,56.8795921223,53.5547165679,91.6174303974
747,56.4,90.92,102.61,133.845,58.2844061478,55.5059246087,91.3134305853
748,72.6,66.64,92.47,119.475,9.36525493512,50.0044897984,75.0086442387
749,63.6,67.72,81.03,108.555,8.41142080743,40.4329362443,65.3824173612
750,56.1,63.26,79.34,96.41,7.15038460502,41.1526480854,48.5335250382
751,78.5,65.44,79.25,93.235,9.92688269296,41.1534864191,47.459270904
752,73.6,68.88,79.9,93.375,8.94242696362,40.9912727839,47.3936912857
753,93.9,73.14,69.89,95.0,14.5025170229,12.0080944922,46.7930156732
754,95.1,79.44,73.58,90.255,16.0784949544,13.5829795455,41.120394159
755,67.7,81.76,72.51,89.695,12.2498163251,13.5825418992,41.3587447
756,65.0,79.06,72.25,88.87,14.4399792244,13.7112484236,41.6940245624
758,94.1,83.16,76.02,89.315,15.381742424,14.0477598056,41.7002874533
759,100,84.38,78.76,85.615,16.6372173154,15.8616378586,36.7839964487
760,76.0,80.56,80.0,80.515,15.7284137789,15.0064430607,29.6873581991
761,159,98.82,90.29,84.815,36.4343519223,27.1573378666,34.3963473428
762,116,109.02,94.04,86.645,31.38872409,27.9266181268,35.0603010615
763,99.9,110.18,96.67,88.285,30.801168809,27.0111931531,34.8645238934
764,92.7,108.72,96.55,83.22,31.567815889,27.02752712,24.5227198629
765,82.8,110.08,95.32,84.45,29.9086442354,27.3784505689,23.8082581869
766,106,99.48,99.15,85.83,12.6470154582,25.7136474789,24.2351875542
767,116,99.48,104.25,88.25,12.6470154582,23.1140289291,24.7304521422
768,105,100.5,105.34,90.68,12.8926335556,22.8375519217,23.8066244651
769,96.2,101.2,104.96,91.86,12.4507027914,22.9675229642,23.445443952
770,90.4,102.72,106.4,93.2,9.83117490434,21.3441118605,22.4917294741
771,207,122.92,111.2,100.745,47.9842890955,35.3134220627,32.4825212108
773,118,123.32,111.4,102.72,47.9204757906,35.3492731341,32.2588641429
774,94.6,121.24,110.87,103.77,49.125024173,35.5798335515,31.5961040237
775,103,122.6,111.9,104.225,48.3464579881,35.1417763416,31.5119004254
776,97.5,124.02,113.37,104.345,47.2562376835,34.0806901991,31.4798761952
777,93.6,101.34,112.13,105.64,10.0048988001,34.600258509,30.4075198456
779,107,99.14,111.23,107.74,5.71559270765,34.6054603912,28.8642630983
