comp_code,stock_code
26837,RMCL
26838,GPIL
26839,EDUCOMP
26849,GTOFFSHORE
26853,STOREONE
26856,PRATIBHA
26860,BARTRONICS
26864,SAKUMA
26866,GVKPIL
26867,CELEBRITY
26881,VARUN
26912,TIIL
26923,RAJOIL
27039,GOKUL
27172,SUNILHITEC
27206,RCOM
27231,MALUPAPER
27242,BLKASHYAP
27243,GALLANTT
27244,VISASTEEL
27257,ADHUNIK
27264,PFOCUS
27265,CELESTIAL
27266,KKCL
27271,KFA
27272,SUPREMEINF
27273,KEC
27297,EMKAY
27299,PLETHICO
27310,GLORY
27313,PARABDRUGS
27323,JSWENERGY
27325,JHS
27333,ALLCARGO
27338,ACE
27340,HOVS
27341,VOLTAMP
27346,RJL
27347,SHREEASHTA
27350,GTNTEX
27360,GLOBALVECT
27361,BROADCAST
27363,EVINIX
27366,CTE
27367,ABHISHEK
27371,EVERONN
27375,SUTLEJTEX
27387,DAAWAT
27415,RUCHIRA
27419,TEXRAIL
27437,TGBHOTELS
27441,ORIENTALTL
27443,SOBHA
27482,TV18BRDCST
27483,SRHHYPOLTD
27485,ESSDEE
27486,MAHINDCIE
27500,HGS
27501,NCOPPER
27504,OISL
27506,HILTON
27528,AUTOIND
27530,AMDIND
27531,EUROCERA
27538,ANKITMETAL
27539,CINELINE
27558,MBLINFRA
27576,NAGREEKCAP
27581,CANDC
27594,ASTEC
27603,CAIRN
27612,ELAND
27614,PGIL
27654,MIC
27655,ASTRAL
27660,BRANDHOUSE
27662,SELMCL
27675,SPARC
27678,TARMAT
27679,V2RETAIL
27696,KAUSHALYA
27697,NETWORK18
27699,INDUSFILA
27705,ZEEMEDIA
27706,SITINET
27707,DECOLIGHT
27710,ALPA
27715,TAKE
27738,OMAXE
27739,BVCL
27740,ASAHISONG
27753,TIMETECHNO
27754,INSECTICID
27768,NITINFIRE
27793,CAMLINFINE
27794,REFEX
27797,NAHARCAP
27798,ASIANTILES
27800,IBREALEST
27828,HDIL
27896,MAGNUM
27966,GISOLUTION
27985,GSS
27987,MANINFRA
27989,RUSHIL
27995,DHANUS
28003,KSCL
28009,KPRMILL
28011,MOTILALOFS
28013,MAANALU
28038,KOUTONS
28041,BURNPUR
28049,KIRIINDUS
28069,WABCOINDIA
28071,SUJANATWR
28074,BAJAJ-AUTO
28075,BAJAJFINSV
28145,METKORE
28150,RELIGARE
28183,BANG
28229,EDELWEISS
28239,SOMICONVEY
28241,SITASHREE
28243,MOLDTKPAC
28245,TECPRO
28257,REISIXTEN
28267,TULSI
28290,PFS
28292,CORDSCABLE
28293,ECLERX
28294,BRIGADE
28300,JKIL
28301,ONMOBILE
28304,MVL
28331,TARAPUR
28334,KNRCON
28340,TRIL
28363,AUSTRAL
28364,CAPF
28365,IRB
28369,SHRIRAMEPC
28424,FIRSTWIN
28432,TELEDATAIT
28434,ARCHIDPLY
28441,VASCONEQ
28573,RMMIL
28574,MANDHANA
28589,DBCORP
28591,RAMKY
28611,BAFNAPHARM
28612,BIRLACOT
28627,LGBFORGE
28666,EUROMULTI
28668,NUTEK
28695,PNCINFRA
28894,NITESHEST
28967,LOTUSEYE
29112,SASTASUNDR
29175,RPGLIFE
29187,KSK
29300,PIRPHYTO
29301,RANEENGINE
29302,RBL
29303,SICAGEN
29335,FCONSUMER
29368,ARSSINFRA
29472,FCL
29545,A2ZINFRA
29548,INNOIND
29574,PRAKASHSTL
29583,BHARATFIN
29706,GAL
29776,VRLLOG
29955,INFINITE
30017,EDSERV
30089,CMAHENDRA
30141,EXCEL
30163,JINDCOT
30251,WELINV
30252,SYNCOM
30297,BSLIMITED
30326,ARROWTEX
30337,SREEL
30992,TEXMOPIPES
31509,PRADIP
31785,DLINKINDIA
32039,ESL
32050,FARMAXIND
32414,AHLEAST
32948,KTIL
33159,INDIGO
33402,DRDATSONS
33406,SPECIALITY
33432,SQSBFSI
33444,KIRLOSENG
33583,PCJEWELLER
33638,PRABHAT
33816,FLEXITUFF
34020,MEP
34142,GNA
34162,VMART
34263,IL&FSTRANS
34404,SPAL
34493,SGJHL
34518,EMAMIINFRA
34663,JPINFRATEC
34673,TDPOWERSYS
34697,EQUITAS
34741,SANGHVIFOR
34787,POWERMECH
34793,SHREEPUSHK
34819,RTNPOWER
34901,UJJIVAN
34917,DUCON
34920,THANGAMAYL
35066,DEN
35142,AQUA
35224,BFINVEST
35410,SHARDACROP
35595,EMMBI
35607,GRAVITA
35611,DQE
35715,CANTABIL
35717,DBREALTY
35743,GOENKA
35794,OMKARCHEM
35844,CNOVAPETRO
35848,SURANASOL
35919,INDOSOLAR
36016,TECHNO
36017,KICL
36019,WABAG
36162,RPPINFRA
36229,IBULHSGFIN
36662,DBL
37265,DHUNINV
37382,TALWALKARS
37447,SPYL
37500,GALLISPAT
37831,SHRIASTER
37832,EROSMEDIA
37833,ZEELEARN
38025,OBEROIRLTY
38133,BILENERGY
38208,SHILPI
38220,PGEL
38364,
38564,IBWSL
38565,CAREERP
38700,INDTERRAIN
38716,BAJAJCORP
38761,SRSLTD
38892,ACROPETAL
38923,TCIDEVELOP
38925,DALMIABHA
39082,KARMAENG
39220,CEBBCO
39716,GREENPOWER
40028,SUDAR
40111,AHLWEST
40258,TARAJEWELS
40279,INFRATEL
40294,APLLTD
40342,JUBLINDS
40370,PENPEBS
40401,ELGIRUBCO
40412,VSSL
40437,SERVALL
40438,FMNL
40449,PARAPRINT
40450,TIMBOR
40457,ENDURANCE
40458,VASWANI
40460,TIJARIA
40479,BGLOBAL
40505,BROOKS
40506,KRIDHANINF
40517,ONELIFECAP
40521,THOMASCOTT
40530,TAKSHEEL
40552,NAGAFERT
40553,NAGAROIL
40564,UJAAS
40566,SANCO
40647,TREEHOUSE
40738,ESSARSHPNG
40749,ORIENTREF
40790,ARVINFRA
40912,ABFRL
40946,SFCL
41136,PRAKASHCON
41147,L&TFH
41218,SCHNEIDER
41238,INDOTHAI
41261,LALPATHLAB
41290,MBAPL
41312,MTEDUCARE
41315,WEIZFOREX
41368,VKSPL
41369,JUSTDIAL
41398,SHEMAROO
41403,TVVISION
41473,HEXATRADEX
41487,RTNINFRA
41492,PROZONINTU
41535,SEPOWER
41741,INTEGRA
41859,NIBL
42049,SADBHIN
42197,THEJO
42260,AMTL
42328,ZUARI
42518,THYROCARE
42523,HCG
42606,NGCT
42820,VETO
43069,PDSMFL
43083,GENUSPAPER
43230,OPAL
43309,SNOWMAN
43397,AIFL
43583,WONDERLA
43686,FLFL
43814,GREENLAM
43822,MITCON
43863,JPOLYINVST
43934,GUJGASLTD
43936,
43989,INOXWIND
44041,NATHBIOGEN
44042,AGRITECH
44085,DTIL
44398,QUESS
44404,HPL
44814,LTTS
45107,NH
45144,PARAGMILK
45748,NAVKARCORP
45765,GULFOILLUB
45793,BDR
45914,MAJESCO
45921,MOMAI
52315,NEO
54759,IDFCBANK
54769,INTELLECT
54778,COFFEEDAY
54840,MASKINVEST
64824,MONTECARLO
64845,MANAKALUCO
64846,MANAKSTEEL
64847,MANAKCOAT
64848,MANAKINDST
64887,MANPASAND
65118,UFO
65191,JSLHISAR
65297,HECPROJECT
65524,PDMJEPAPER
65688,ADLABS
65733,CROMPTON
65804,BALKRISHNA
65841,INFIBEAM
65868,SHAIVAL
65878,INFOBEANS
65921,SHYAMCENT
66041,ELITE
66042,FRETAIL
66221,SABEVENTS
66273,ADANITRANS
66318,BIGBLOC
66415,SAKAR
66472,PNEUMATIC
66539,EMKAYTOOLS
66574,QUICKHEAL
66592,AHIMSA
66673,HUSYSLTD
66762,PERFECT
66768,BHARATWIRE
67056,LSIL
67280,FOURTHDIM
67285,JETKNIT
67292,WEALTH
67573,MAXINDIA
67574,MAXVIL
67804,GOKULAGRO
67942,DIGJAMLTD
68137,SAGARDEEP
68227,UNITEDPOLY
68384,KKVAPOW
68704,CROWN
68728,AVSL
68790,GRETEX
68799,NANDANI
68803,AURDIS
68804,PANSARI
68805,DRL
68806,GICL
68825,ARTNIRMAN
68973,AGROPHOS
